section,object_name,details
04_COLUMN,storage.objects.is_delete_marker,"{""table"":""objects"",""column"":""is_delete_marker"",""schema"":""storage"",""default"":""false"",""nullable"":""NO"",""position"":14,""udt_name"":""bool"",""data_type"":""boolean"",""max_length"":null,""is_identity"":""NO"",""is_generated"":""NEVER"",""numeric_scale"":null,""numeric_precision"":null,""identity_generation"":null,""generation_expression"":null}"
04_COLUMN,storage.objects.is_versioned,"{""table"":""objects"",""column"":""is_versioned"",""schema"":""storage"",""default"":""false"",""nullable"":""NO"",""position"":15,""udt_name"":""bool"",""data_type"":""boolean"",""max_length"":null,""is_identity"":""NO"",""is_generated"":""NEVER"",""numeric_scale"":null,""numeric_precision"":null,""identity_generation"":null,""generation_expression"":null}"
04_COLUMN,storage.objects.last_accessed_at,"{""table"":""objects"",""column"":""last_accessed_at"",""schema"":""storage"",""default"":""now()"",""nullable"":""YES"",""position"":7,""udt_name"":""timestamptz"",""data_type"":""timestamp with time zone"",""max_length"":null,""is_identity"":""NO"",""is_generated"":""NEVER"",""numeric_scale"":null,""numeric_precision"":null,""identity_generation"":null,""generation_expression"":null}"
04_COLUMN,storage.objects.metadata,"{""table"":""objects"",""column"":""metadata"",""schema"":""storage"",""default"":null,""nullable"":""YES"",""position"":8,""udt_name"":""jsonb"",""data_type"":""jsonb"",""max_length"":null,""is_identity"":""NO"",""is_generated"":""NEVER"",""numeric_scale"":null,""numeric_precision"":null,""identity_generation"":null,""generation_expression"":null}"
04_COLUMN,storage.objects.name,"{""table"":""objects"",""column"":""name"",""schema"":""storage"",""default"":null,""nullable"":""YES"",""position"":3,""udt_name"":""text"",""data_type"":""text"",""max_length"":null,""is_identity"":""NO"",""is_generated"":""NEVER"",""numeric_scale"":null,""numeric_precision"":null,""identity_generation"":null,""generation_expression"":null}"
04_COLUMN,storage.objects.owner,"{""table"":""objects"",""column"":""owner"",""schema"":""storage"",""default"":null,""nullable"":""YES"",""position"":4,""udt_name"":""uuid"",""data_type"":""uuid"",""max_length"":null,""is_identity"":""NO"",""is_generated"":""NEVER"",""numeric_scale"":null,""numeric_precision"":null,""identity_generation"":null,""generation_expression"":null}"
04_COLUMN,storage.objects.owner_id,"{""table"":""objects"",""column"":""owner_id"",""schema"":""storage"",""default"":null,""nullable"":""YES"",""position"":11,""udt_name"":""text"",""data_type"":""text"",""max_length"":null,""is_identity"":""NO"",""is_generated"":""NEVER"",""numeric_scale"":null,""numeric_precision"":null,""identity_generation"":null,""generation_expression"":null}"
04_COLUMN,storage.objects.path_tokens,"{""table"":""objects"",""column"":""path_tokens"",""schema"":""storage"",""default"":null,""nullable"":""YES"",""position"":9,""udt_name"":""_text"",""data_type"":""ARRAY"",""max_length"":null,""is_identity"":""NO"",""is_generated"":""ALWAYS"",""numeric_scale"":null,""numeric_precision"":null,""identity_generation"":null,""generation_expression"":""string_to_array(name, '/'::text)""}"
04_COLUMN,storage.objects.updated_at,"{""table"":""objects"",""column"":""updated_at"",""schema"":""storage"",""default"":""now()"",""nullable"":""YES"",""position"":6,""udt_name"":""timestamptz"",""data_type"":""timestamp with time zone"",""max_length"":null,""is_identity"":""NO"",""is_generated"":""NEVER"",""numeric_scale"":null,""numeric_precision"":null,""identity_generation"":null,""generation_expression"":null}"
04_COLUMN,storage.objects.user_metadata,"{""table"":""objects"",""column"":""user_metadata"",""schema"":""storage"",""default"":null,""nullable"":""YES"",""position"":12,""udt_name"":""jsonb"",""data_type"":""jsonb"",""max_length"":null,""is_identity"":""NO"",""is_generated"":""NEVER"",""numeric_scale"":null,""numeric_precision"":null,""identity_generation"":null,""generation_expression"":null}"
04_COLUMN,storage.objects.version,"{""table"":""objects"",""column"":""version"",""schema"":""storage"",""default"":null,""nullable"":""YES"",""position"":10,""udt_name"":""text"",""data_type"":""text"",""max_length"":null,""is_identity"":""NO"",""is_generated"":""NEVER"",""numeric_scale"":null,""numeric_precision"":null,""identity_generation"":null,""generation_expression"":null}"
05_PRIMARY_KEY,auth.users.users_pkey,"{""table"":""users"",""schema"":""auth"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""users_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.article_categories.article_categories_pkey,"{""table"":""article_categories"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""article_categories_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.article_category_translations.article_category_translations_pkey,"{""table"":""article_category_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (category_id, locale)"",""constraint_name"":""article_category_translations_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.article_translations.article_translations_pkey,"{""table"":""article_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (article_id, locale)"",""constraint_name"":""article_translations_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.articles.articles_pkey,"{""table"":""articles"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""articles_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.audit_logs.audit_logs_pkey,"{""table"":""audit_logs"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""audit_logs_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.certification_translations.certification_translations_pkey,"{""table"":""certification_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (certification_id, locale)"",""constraint_name"":""certification_translations_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.certifications.certifications_pkey,"{""table"":""certifications"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""certifications_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.coffee_certifications.coffee_certifications_pkey,"{""table"":""coffee_certifications"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (coffee_id, certification_id)"",""constraint_name"":""coffee_certifications_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.coffee_media.coffee_media_pkey,"{""table"":""coffee_media"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (coffee_id, media_id)"",""constraint_name"":""coffee_media_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.coffee_offers.coffee_offers_pkey,"{""table"":""coffee_offers"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""coffee_offers_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.coffee_tags.coffee_tags_pkey,"{""table"":""coffee_tags"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (coffee_id, tag_id)"",""constraint_name"":""coffee_tags_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.coffee_translations.coffee_translations_pkey,"{""table"":""coffee_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (coffee_id, locale)"",""constraint_name"":""coffee_translations_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.coffee_type_translations.coffee_type_translations_pkey,"{""table"":""coffee_type_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (coffee_type_id, locale)"",""constraint_name"":""coffee_type_translations_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.coffee_types.coffee_types_pkey,"{""table"":""coffee_types"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""coffee_types_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.coffee_varieties.coffee_varieties_pkey,"{""table"":""coffee_varieties"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (coffee_id, variety_id)"",""constraint_name"":""coffee_varieties_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.coffees.coffees_pkey,"{""table"":""coffees"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""coffees_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.favorites.favorites_pkey,"{""table"":""favorites"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (user_id, coffee_id)"",""constraint_name"":""favorites_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.inquiries.inquiries_pkey,"{""table"":""inquiries"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""inquiries_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.inquiry_status_history.inquiry_status_history_pkey,"{""table"":""inquiry_status_history"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""inquiry_status_history_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.media.media_pkey,"{""table"":""media"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""media_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.media_translations.media_translations_pkey,"{""table"":""media_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (media_id, locale)"",""constraint_name"":""media_translations_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.offer_price_tiers.offer_price_tiers_pkey,"{""table"":""offer_price_tiers"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""offer_price_tiers_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.offer_sensory_notes.offer_sensory_notes_pkey,"{""table"":""offer_sensory_notes"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (offer_id, sensory_note_id)"",""constraint_name"":""offer_sensory_notes_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.offer_tags.offer_tags_pkey,"{""table"":""offer_tags"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (offer_id, tag_id)"",""constraint_name"":""offer_tags_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.origin_media.origin_media_pkey,"{""table"":""origin_media"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (origin_id, media_id)"",""constraint_name"":""origin_media_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.origin_translations.origin_translations_pkey,"{""table"":""origin_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (origin_id, locale)"",""constraint_name"":""origin_translations_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.origins.origins_pkey,"{""table"":""origins"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""origins_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.packaging_type_translations.packaging_type_translations_pkey,"{""table"":""packaging_type_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (packaging_type_id, locale)"",""constraint_name"":""packaging_type_translations_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.packaging_types.packaging_types_pkey,"{""table"":""packaging_types"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""packaging_types_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.processing_method_translations.processing_method_translations_pkey,"{""table"":""processing_method_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (processing_method_id, locale)"",""constraint_name"":""processing_method_translations_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.processing_methods.processing_methods_pkey,"{""table"":""processing_methods"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""processing_methods_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.profiles.profiles_pkey,"{""table"":""profiles"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""profiles_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.region_translations.region_translations_pkey,"{""table"":""region_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (region_id, locale)"",""constraint_name"":""region_translations_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.regions.regions_pkey,"{""table"":""regions"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""regions_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.sensory_note_translations.sensory_note_translations_pkey,"{""table"":""sensory_note_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (sensory_note_id, locale)"",""constraint_name"":""sensory_note_translations_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.sensory_notes.sensory_notes_pkey,"{""table"":""sensory_notes"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""sensory_notes_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.site_page_section_translations.site_page_section_translations_pkey,"{""table"":""site_page_section_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (section_id, locale)"",""constraint_name"":""site_page_section_translations_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.site_page_sections.site_page_sections_pkey,"{""table"":""site_page_sections"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""site_page_sections_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.site_page_translations.site_page_translations_pkey,"{""table"":""site_page_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (page_id, locale)"",""constraint_name"":""site_page_translations_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.site_pages.site_pages_pkey,"{""table"":""site_pages"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""site_pages_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.site_settings.site_settings_pkey,"{""table"":""site_settings"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""site_settings_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.site_settings_translations.site_settings_translations_pkey,"{""table"":""site_settings_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (settings_id, locale)"",""constraint_name"":""site_settings_translations_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.tag_translations.tag_translations_pkey,"{""table"":""tag_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (tag_id, locale)"",""constraint_name"":""tag_translations_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.tags.tags_pkey,"{""table"":""tags"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""tags_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.varieties.varieties_pkey,"{""table"":""varieties"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""varieties_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.warehouse_translations.warehouse_translations_pkey,"{""table"":""warehouse_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (warehouse_id, locale)"",""constraint_name"":""warehouse_translations_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,public.warehouses.warehouses_pkey,"{""table"":""warehouses"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""warehouses_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,storage.buckets.buckets_pkey,"{""table"":""buckets"",""schema"":""storage"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""buckets_pkey"",""constraint_type"":""PRIMARY KEY""}"
05_PRIMARY_KEY,storage.objects.objects_pkey,"{""table"":""objects"",""schema"":""storage"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""PRIMARY KEY (id)"",""constraint_name"":""objects_pkey"",""constraint_type"":""PRIMARY KEY""}"
06_FOREIGN_KEY,public.article_category_translations.article_category_translations_category_id_fkey,"{""table"":""article_category_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (category_id) REFERENCES article_categories(id) ON DELETE CASCADE"",""constraint_name"":""article_category_translations_category_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.article_translations.article_translations_article_id_fkey,"{""table"":""article_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (article_id) REFERENCES articles(id) ON DELETE CASCADE"",""constraint_name"":""article_translations_article_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.articles.articles_category_id_fkey,"{""table"":""articles"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (category_id) REFERENCES article_categories(id) ON DELETE SET NULL"",""constraint_name"":""articles_category_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.articles.articles_created_by_fkey,"{""table"":""articles"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (created_by) REFERENCES auth.users(id) ON DELETE SET NULL"",""constraint_name"":""articles_created_by_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.articles.articles_featured_media_id_fkey,"{""table"":""articles"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (featured_media_id) REFERENCES media(id) ON DELETE SET NULL"",""constraint_name"":""articles_featured_media_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.articles.articles_updated_by_fkey,"{""table"":""articles"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (updated_by) REFERENCES auth.users(id) ON DELETE SET NULL"",""constraint_name"":""articles_updated_by_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.audit_logs.audit_logs_actor_user_id_fkey,"{""table"":""audit_logs"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (actor_user_id) REFERENCES auth.users(id) ON DELETE SET NULL"",""constraint_name"":""audit_logs_actor_user_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.certification_translations.certification_translations_certification_id_fkey,"{""table"":""certification_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (certification_id) REFERENCES certifications(id) ON DELETE CASCADE"",""constraint_name"":""certification_translations_certification_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffee_certifications.coffee_certifications_certification_id_fkey,"{""table"":""coffee_certifications"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (certification_id) REFERENCES certifications(id) ON DELETE RESTRICT"",""constraint_name"":""coffee_certifications_certification_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffee_certifications.coffee_certifications_coffee_id_fkey,"{""table"":""coffee_certifications"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (coffee_id) REFERENCES coffees(id) ON DELETE CASCADE"",""constraint_name"":""coffee_certifications_coffee_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffee_media.coffee_media_coffee_id_fkey,"{""table"":""coffee_media"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (coffee_id) REFERENCES coffees(id) ON DELETE CASCADE"",""constraint_name"":""coffee_media_coffee_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffee_media.coffee_media_media_id_fkey,"{""table"":""coffee_media"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (media_id) REFERENCES media(id) ON DELETE RESTRICT"",""constraint_name"":""coffee_media_media_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffee_offers.coffee_offers_coffee_id_fkey,"{""table"":""coffee_offers"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (coffee_id) REFERENCES coffees(id) ON DELETE RESTRICT"",""constraint_name"":""coffee_offers_coffee_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffee_offers.coffee_offers_created_by_fkey,"{""table"":""coffee_offers"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (created_by) REFERENCES auth.users(id) ON DELETE SET NULL"",""constraint_name"":""coffee_offers_created_by_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffee_offers.coffee_offers_packaging_type_id_fkey,"{""table"":""coffee_offers"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (packaging_type_id) REFERENCES packaging_types(id) ON DELETE SET NULL"",""constraint_name"":""coffee_offers_packaging_type_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffee_offers.coffee_offers_updated_by_fkey,"{""table"":""coffee_offers"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (updated_by) REFERENCES auth.users(id) ON DELETE SET NULL"",""constraint_name"":""coffee_offers_updated_by_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffee_offers.coffee_offers_warehouse_id_fkey,"{""table"":""coffee_offers"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (warehouse_id) REFERENCES warehouses(id) ON DELETE RESTRICT"",""constraint_name"":""coffee_offers_warehouse_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffee_tags.coffee_tags_coffee_id_fkey,"{""table"":""coffee_tags"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (coffee_id) REFERENCES coffees(id) ON DELETE CASCADE"",""constraint_name"":""coffee_tags_coffee_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffee_tags.coffee_tags_tag_id_fkey,"{""table"":""coffee_tags"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (tag_id) REFERENCES tags(id) ON DELETE RESTRICT"",""constraint_name"":""coffee_tags_tag_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffee_translations.coffee_translations_coffee_id_fkey,"{""table"":""coffee_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (coffee_id) REFERENCES coffees(id) ON DELETE CASCADE"",""constraint_name"":""coffee_translations_coffee_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffee_type_translations.coffee_type_translations_coffee_type_id_fkey,"{""table"":""coffee_type_translations"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (coffee_type_id) REFERENCES coffee_types(id) ON DELETE CASCADE"",""constraint_name"":""coffee_type_translations_coffee_type_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffee_varieties.coffee_varieties_coffee_id_fkey,"{""table"":""coffee_varieties"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (coffee_id) REFERENCES coffees(id) ON DELETE CASCADE"",""constraint_name"":""coffee_varieties_coffee_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffee_varieties.coffee_varieties_variety_id_fkey,"{""table"":""coffee_varieties"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (variety_id) REFERENCES varieties(id) ON DELETE RESTRICT"",""constraint_name"":""coffee_varieties_variety_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffees.coffees_coffee_type_id_fkey,"{""table"":""coffees"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (coffee_type_id) REFERENCES coffee_types(id) ON DELETE RESTRICT"",""constraint_name"":""coffees_coffee_type_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffees.coffees_created_by_fkey,"{""table"":""coffees"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (created_by) REFERENCES auth.users(id) ON DELETE SET NULL"",""constraint_name"":""coffees_created_by_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffees.coffees_origin_id_fkey,"{""table"":""coffees"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (origin_id) REFERENCES origins(id) ON DELETE RESTRICT"",""constraint_name"":""coffees_origin_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
06_FOREIGN_KEY,public.coffees.coffees_processing_method_id_fkey,"{""table"":""coffees"",""schema"":""public"",""deferred"":false,""validated"":true,""deferrable"":false,""definition"":""FOREIGN KEY (processing_method_id) REFERENCES processing_methods(id) ON DELETE SET NULL"",""constraint_name"":""coffees_processing_method_id_fkey"",""constraint_type"":""FOREIGN KEY""}"
